project,surface_type,source_path,canonical_doc_path,audience,diataxis_type,owner_status,verification_command,gap_status,reviewer_notes
pilot,configuration,services/cofounder-engine/tsconfig.json,services/cofounder-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/cofounder-engine/vitest.config.ts,services/cofounder-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/content-engine/package.json,services/content-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/content-engine/tsconfig.json,services/content-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/package.json,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/tsconfig.json,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/decision-court/vitest.config.ts,services/decision-court/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/package.json,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/tsconfig.json,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/finance-engine/vitest.config.ts,services/finance-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/package.json,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/tsconfig.json,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/founder-intel/vitest.config.ts,services/founder-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/package.json,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/tsconfig.json,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/gateway/vitest.config.ts,services/gateway/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/package.json,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/tsconfig.json,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/launch-engine/vitest.config.ts,services/launch-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/mcp-server/package.json,services/mcp-server/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/mcp-server/tsconfig.json,services/mcp-server/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/package.json,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/tsconfig.json,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/memory/vitest.config.ts,services/memory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/package.json,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/tsconfig.json,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/orchestrator/vitest.config.ts,services/orchestrator/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/package.json,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/tsconfig.json,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/product-factory/vitest.config.ts,services/product-factory/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/seo-engine/package.json,services/seo-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/seo-engine/tsconfig.json,services/seo-engine/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/yc-intel/package.json,services/yc-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/yc-intel/tsconfig.json,services/yc-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,configuration,services/yc-intel/vitest.config.ts,services/yc-intel/README.md,maintainer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0000_sharp_sway.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0001_omniscient_gorgon.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0002_pgvector_embeddings.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0003_event_triggers.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0004_task_cost_usd.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0005_governance_and_connector_sessions.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0006_tenant_secrets.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0007_rate_limit_buckets.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0008_workspace_deletions.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0009_opportunity_clusters.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0010_governed_subagents.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0011_connector_refresh_state.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0012_reverify_spawn_receipts.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0013_compliance_frameworks.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0014_long_running_checkpoints.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0014_pgvector_082_floor.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0015_managed_telegram_bots.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0016_action_integrity_and_metrics.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0017_ingestion_replay_columns.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,migration,packages/db/migrations/0018_foundation_lineage_a2a.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 1 foundation migration for deterministic task-run lineage and durable A2A tables.
pilot,migration,packages/db/migrations/0019_runtime_skills_handoffs.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 3 runtime migration for skill invocation metadata and durable agent handoff records.
pilot,migration,packages/db/migrations/0020_tool_broker_executions.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 5 migration for durable action and tool execution ledger records.
pilot,migration,packages/db/migrations/0021_browser_readonly_sessions.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 6 migration for read-only browser sessions plus grants plus actions plus redacted observations.
pilot,migration,packages/db/migrations/0022_computer_safe_actions.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 7 migration for governed safe computer actions with command file dev-server evidence.
pilot,migration,packages/db/migrations/0023_eval_suite_promotion.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 10 migration for durable eval runs results evidence links blockers and promotion eligibility records.
pilot,migration,packages/db/migrations/0024_mission_runtime.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Durable venture goal mission DAG and mission task backbone for startup lifecycle persistence.
pilot,migration,packages/db/migrations/0025_evidence_items.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Canonical evidence item ledger migration linking receipts tools browser computer artifacts audit and runtime rows.
pilot,migration,packages/db/migrations/0026_tool_broker_policy_pins.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Tool Broker policy pin migration adding queryable HELM document version pins to durable action and tool execution rows.
pilot,migration,packages/db/migrations/0027_browser_computer_policy_pins.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Browser and computer action migration adding queryable HELM document version pins to durable read and safe execution rows.
pilot,migration,packages/db/migrations/0028_managed_telegram_governance_metadata.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Managed Telegram governance metadata migration adding HELM policy pin storage to bot and message action rows.
pilot,migration,packages/db/migrations/0029_browser_session_access_governance.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Browser session access governance migration adding HELM policy pin storage to session and grant rows.
pilot,migration,packages/db/migrations/0030_opportunity_score_governance_metadata.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Opportunity score governance metadata migration adding HELM policy pin and model usage storage to score rows.
pilot,migration,packages/db/migrations/0031_mission_runtime_checkpoints.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Mission runtime checkpoint migration adding explicit recovery and constrained rollback snapshot records for lifecycle DAGs.
pilot,migration,packages/db/migrations/0032_tenant_deletion_receipts.sql,packages/db/migrations/README.md,developer,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Retained tenant hard-delete receipt migration adding non-cascading proof records for workspace cleanup.
pilot,app,apps/web/src/app/layout.tsx,apps/web/README.md,developer,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/capabilities/page.tsx,docs/capabilities.md,public-user,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 0 capability truth matrix; canonical doc and registry must change together.
pilot,public-route,apps/web/src/app/command-center/page.tsx,docs/capabilities.md,public-user,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 8 command center reads /api/command-center durable state and must stay aligned with capability truth.
pilot,public-route,apps/web/src/app/browser-computer/page.tsx,docs/capabilities.md,public-user,reference,owned-active,npm run docs:coverage && npm run docs:truth,covered,Gate 8 browser/computer viewer reads real session and replay state and must keep browser/computer capability truth non-production until eval promotion.
pilot,public-route,apps/web/src/app/applications/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/apply/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/compliance/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/decide/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/discover/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/governance/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/knowledge/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/launch/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/login/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/operators/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/settings/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/workspace-agents/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/governance/budget/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/governance/cost/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/invite/[token]/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/positioning/vs-replit/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,public-route,apps/web/src/app/governance/live/[taskId]/page.tsx,apps/web/README.md,public-user,explanation,owned-active,npm run docs:coverage && npm run docs:truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
pilot,ci-cd,.github/workflows/docs.yml,.github/workflows/README.md,operator,how-to,owned-active,npm run docs:coverage && npm run docs:truth,covered,Documentation gate workflow; keep aligned with docs coverage and truth scripts.
